4.270754	9.538588	-8.826116
4.097176	10.400862	-8.427891
4.177256	10.095634	-8.722243
6.789727	7.014856	-4.355874
8.053330	6.177694	-2.905896
6.313457	1.758752	-11.649504
3.510115	8.056933	-11.044215
4.359485	10.348924	-7.600525
5.536520	8.983655	-6.647663
10.985023	-2.979749	2.968795
7.321904	6.583261	-1.942499
3.610557	11.359994	-7.988293
3.835549	10.847743	-7.345570
4.316572	11.279099	-10.153731
-12.181481	3.167454	-6.689510
6.329512	1.413469	-9.516573
-1.849641	3.945012	-16.785400
10.980322	-2.678997	2.661290
6.925609	0.739341	-8.641329
6.330134	1.413497	-9.514682
6.331176	1.412015	-9.512511
3.776959	13.603851	-16.247025
2.271772	16.136356	-18.944407
3.380343	8.812008	-8.848063
2.112175	16.477274	-18.743088
10.691385	-2.977807	3.238293
2.286962	15.858525	-18.140053
2.251183	16.461411	-18.693344
2.051044	16.087042	-18.905128
2.048783	16.091656	-18.910858
2.365942	16.245548	-18.891342
5.772984	8.256774	-2.850779
1.994244	16.383945	-18.681677
1.929814	16.260820	-18.802107
2.364312	16.375326	-18.795752
2.408830	15.235358	-17.257023
2.510537	15.592431	-17.998571
4.949087	10.622148	-10.486695
6.134496	10.930191	-6.600974
1.814052	6.184659	-6.786283
0.248109	15.411082	8.434991
2.195625	15.023330	6.962427
7.758991	7.037259	1.030355
8.097670	7.153615	-4.635826
3.910050	10.946681	2.196543
-0.388065	16.122711	8.840829
7.244494	7.820301	1.405450
7.044023	7.409752	0.168749
4.452232	8.688078	2.820350
0.677952	16.283976	7.544592
7.126485	7.517069	-0.028692
6.875972	6.804096	-2.980157
7.886895	13.733751	-8.219597
3.665331	11.358032	-6.137219
1.433966	15.006948	7.289515
7.009730	7.786010	-3.405428
-0.789390	15.932006	9.216563
-0.584576	28.367979	-4.454459
-9.316482	8.298762	-12.577493
-9.144483	8.101422	-12.639620
-9.573052	8.562115	-12.547244
-9.347090	8.301955	-12.588359
-9.347732	8.303378	-12.588342
-19.788296	9.122181	-5.060437
-19.788227	9.122223	-5.060358
10.227658	-0.272784	2.259974
-19.787479	9.121978	-5.058878
-19.787493	9.121011	-5.058022
-19.788242	9.123187	-5.060967
-19.788235	9.122217	-5.060393
-19.787951	9.121829	-5.059774
3.724058	7.461799	-11.439574
8.163414	5.857533	-1.666118
-0.497905	25.381756	-3.174650
6.124732	8.476385	0.601299
9.881397	-12.827308	7.152132
7.210794	8.863016	3.053059
10.402474	-1.022836	2.171262
11.654552	-2.206985	1.957060
7.454375	5.358290	-0.484891
12.558181	-2.037620	6.611964
7.395168	9.105042	3.325711
-17.875080	8.944637	5.741099
-17.694983	9.046374	5.889774
13.768934	0.806200	0.735911
8.083531	8.978756	4.614801
-17.449343	8.695131	5.787041
-17.692974	8.609431	5.645289
16.485455	-15.219872	-0.715695
-17.716925	8.633649	5.948358
-17.210707	7.054788	4.192289
-17.675159	8.916146	5.553321
-17.881012	8.698895	5.732512
-17.720697	8.858521	6.023078
-17.437975	8.826986	5.878227
-17.522171	8.949644	5.627161
6.764822	7.413308	-0.698444
10.827873	-12.657584	19.156158
10.802461	-1.442046	3.069673
10.088351	2.404583	7.888502
7.607166	7.388294	2.296508
2.750207	13.945690	5.647477
10.088436	2.405082	7.888696
2.148181	14.737702	6.483438
1.785959	15.832348	7.320202
-0.314878	16.840414	8.933903
7.439409	12.961281	-7.295916
2.255569	14.096903	6.330569
9.927059	-0.898186	2.530747
7.348188	7.685249	1.754963
2.684251	14.901596	5.947703
7.859580	10.202088	-5.027287
3.421702	16.027756	5.403880
5.664340	8.440516	1.321476
7.196076	7.806098	2.445631
6.450478	5.967723	-2.211663
6.099923	7.649251	-0.774785
3.888171	15.848751	4.970648
4.744534	9.769464	-7.484607
3.952642	13.559690	6.333238
3.695744	13.709287	6.653514
4.804041	10.312541	-6.362410
5.338002	8.932950	1.917839
2.758606	15.937119	5.907541
7.267027	6.814003	-0.907941
6.524686	7.689694	2.939291
4.765749	-6.982527	11.039167
11.575809	-4.354395	3.609600
