-0.024044	0.295393	-0.225964	0.241747	-0.431349	0.066279	0.332177	-0.370701	0.374151	0.098454	0.346920	-0.432254	-0.277646	0.318570	-0.347960	0.179019	0.389446	-0.362159	0.417518	0.115016	-0.208924	0.196491	0.473496	0.373949	0.378813	-0.139204	-0.147685	-0.250698	0.027813	0.203472	-0.173107	0.257919	-0.372588	0.094830	0.022835	-0.113246	0.369657	-0.399720	0.405570	-0.046256	0.042377	-0.283298	-0.354386	-0.182925	-0.318399	0.310974	0.059682	-0.406741	0.207551	-0.100490
-0.099941	0.288845	-0.219778	0.228323	-0.416376	0.074447	0.303826	-0.313334	0.396817	0.068846	0.343806	-0.574213	-0.265838	0.316274	-0.301669	0.217801	0.299373	-0.405814	0.456656	0.092439	-0.198097	0.211815	0.511138	0.316129	0.301056	-0.187866	-0.159948	-0.144589	0.053679	0.152452	-0.145028	0.294985	-0.315840	0.043400	-0.074534	-0.175039	0.409712	-0.429571	0.438060	-0.128399	0.106624	-0.310036	-0.258898	0.006970	-0.350032	0.330279	0.018117	-0.374288	0.202405	-0.121597
-0.018576	0.274932	-0.168155	0.256393	-0.483633	0.085235	0.287922	-0.337313	0.374834	0.045184	0.370557	-0.459926	-0.268989	0.299337	-0.304900	0.160436	0.355140	-0.384307	0.464456	0.262232	-0.255112	0.200100	0.442367	0.309938	0.310657	-0.176644	-0.090982	-0.176795	-0.014003	0.205535	-0.236152	0.299046	-0.328260	0.138450	-0.123098	-0.169156	0.401761	-0.405771	0.355792	-0.111880	0.083615	-0.241869	-0.299174	-0.012427	-0.392708	0.339243	0.007788	-0.387025	0.321288	-0.111744
-0.063309	0.365578	-0.012167	0.273553	-0.320911	0.153061	0.358714	-0.388767	0.023719	0.255243	0.350749	-0.353736	-0.336616	0.400249	-0.242529	0.039423	0.308914	-0.409189	0.406051	0.255040	-0.164741	0.286136	0.424935	0.441973	0.405133	-0.099970	-0.155292	-0.089985	0.102293	0.212574	0.071556	0.216566	-0.379234	0.261573	0.073102	-0.111877	0.395688	-0.403892	0.382440	-0.069006	0.010079	-0.363881	-0.386984	0.054432	-0.232119	0.402749	0.249146	-0.403584	0.059856	-0.202741
0.052373	0.363907	-0.089226	0.342127	-0.278461	0.135896	0.356440	-0.395261	0.059563	0.293741	0.385562	-0.150540	-0.356812	0.395054	-0.319991	0.012928	0.327074	-0.264775	0.369979	0.177132	-0.273236	0.200382	0.453781	0.416344	0.360879	-0.105283	-0.138666	-0.159063	0.085575	0.200592	0.099097	0.303461	-0.368198	0.256504	0.083519	-0.117955	0.423104	-0.445409	0.427058	-0.169914	0.107773	-0.406383	-0.321035	-0.010203	-0.194458	0.398681	0.219861	-0.422899	0.263759	-0.046893
0.085638	0.423231	0.290904	0.196679	-0.232853	0.458048	0.416006	-0.371552	-0.295448	0.038621	0.047067	-0.410624	-0.076697	0.285714	-0.140832	-0.252370	0.174015	-0.447860	0.249250	0.210141	-0.173766	0.401746	0.227587	0.462512	0.516417	-0.123248	0.012078	-0.391396	-0.323946	-0.000372	-0.088564	-0.008506	-0.160147	0.311440	0.135674	-0.404197	0.266359	-0.513323	0.398772	0.021495	-0.294599	-0.034718	-0.173726	-0.263810	-0.159040	0.290331	0.081889	-0.293431	-0.052768	-0.253284
-0.069359	0.251478	-0.169185	0.130589	-0.469054	-0.040644	0.359121	-0.343880	0.373884	0.034560	0.221071	-0.432386	-0.294517	0.306098	-0.404947	0.041217	0.428588	-0.248540	0.416238	-0.074189	-0.266832	0.093110	0.511097	0.388096	0.262723	-0.036758	0.048834	-0.240111	0.210428	0.155055	-0.350253	0.311725	-0.328234	0.133728	-0.132659	-0.204872	0.331002	-0.404138	0.392849	-0.127681	0.057349	-0.131004	-0.341669	-0.338453	-0.333802	0.186201	-0.132002	-0.490472	0.272993	-0.117089
-0.112863	0.326805	-0.192761	0.253385	-0.382783	-0.023594	0.330453	-0.298505	0.352814	0.077714	0.360611	-0.478764	-0.338238	0.335157	-0.288431	0.192211	0.321217	-0.422664	0.430682	0.120506	-0.222497	0.301005	0.486550	0.362398	0.277890	-0.193134	-0.185639	-0.131744	0.122583	0.153389	-0.000436	0.253726	-0.338552	0.122512	-0.026106	-0.202995	0.422237	-0.450523	0.394339	-0.111196	0.179710	-0.258048	-0.277817	0.032502	-0.353456	0.339939	0.070861	-0.414304	0.197145	-0.104781
0.022011	0.332528	-0.164147	0.205404	-0.396178	0.089841	0.328856	-0.352516	0.358311	0.164637	0.389801	-0.408021	-0.268461	0.294558	-0.359389	0.154242	0.403784	-0.402023	0.451579	0.159199	-0.217094	0.236349	0.412608	0.361719	0.389365	-0.031518	-0.139064	-0.060170	-0.056327	0.198784	0.059443	0.320280	-0.380059	0.123519	0.154383	-0.239601	0.388426	-0.469423	0.454009	0.005715	0.022904	-0.319695	-0.375728	-0.039850	-0.149483	0.366760	0.029757	-0.397612	0.097894	-0.169713
0.106438	0.387248	0.078947	0.400521	-0.046446	0.183719	0.347521	-0.391814	-0.173395	0.338983	0.390372	0.328175	-0.380176	0.415838	-0.283745	-0.107489	0.352427	-0.087164	0.243775	0.185379	-0.377821	0.043885	0.355373	0.433878	0.302184	0.068545	-0.031456	-0.262456	-0.051812	0.171914	0.274450	0.298099	-0.427444	0.341698	0.247291	-0.086576	0.328080	-0.419497	0.383484	-0.139545	0.182637	-0.326933	-0.216609	-0.010927	0.162410	0.403475	0.335192	-0.427258	0.319822	0.060137
